chapter,title,mort-total-US04,mort-male-US04,mort-female-US04
13,Hypermobility syndrome,0,0,0
13,Other specified systemic involvement of connective tissue,77,22,55
13,"Systemic involvement of connective tissue, unspecified",1776,677,1099
13,Systemic disorders of connective tissue in diseases classified elsewhere,0,0,0
13,Dermato(poly)myositis in neoplastic disease,0,0,0
13,Arthropathy in neoplastic disease,0,0,0
13,Haemophilic arthropathy,0,0,0
13,Arthropathy in other blood disorders,0,0,0
13,Arthropathy in hypersensitivity reactions classified elsewhere,0,0,0
13,Systemic disorders of connective tissue in other diseases classified elsewhere,0,0,0
13,Kyphosis and lordosis,,,
13,Postural kyphosis,0,0,0
13,Other secondary kyphosis,2,0,2
13,Other and unspecified kyphosis,468,78,390
13,Flatback syndrome,0,0,0
13,Other lordosis,0,0,0
13,"Lordosis, unspecified",2,2,0
13,Scoliosis,,,
13,Infantile idiopathic scoliosis,0,0,0
13,Juvenile idiopathic scoliosis,3,0,3
13,Other idiopathic scoliosis,5,2,3
13,Thoracogenic scoliosis,8,0,8
13,Neuromuscular scoliosis,9,4,5
13,Other secondary scoliosis,10,2,8
13,Other forms of scoliosis,10,4,6
13,"Scoliosis, unspecified",1501,388,1113
13,Spinal osteochondrosis,,,
13,Juvenile osteochondrosis of spine,1,1,0
13,Adult osteochondrosis of spine,0,0,0
13,"Spinal osteochondrosis, unspecified",0,0,0
13,Other deforming dorsopathies,,,
13,Spondylolysis,11,2,9
13,Spondylolisthesis,34,17,17
13,Other fusion of spine,40,24,16
13,Recurrent atlantoaxial subluxation with myelopathy,0,0,0
13,Other recurrent atlantoaxial subluxation,0,0,0
13,Other recurrent vertebral subluxation,1,0,1
13,Torticollis,10,3,7
13,Other specified deforming dorsopathies,0,0,0
13,"Deforming dorsopathy, unspecified",8,2,6
13,Ankylosing spondylitis,218,183,35
13,Other inflammatory spondylopathies,,,
13,Spinal enthesopathy,0,0,0
13,"Sacroiliitis, not elsewhere classified",2,1,1
13,Osteomyelitis of vertebra,656,315,341
13,Infection of intervertebral disc (pyogenic),14,9,5
13,"Discitis, unspecified",217,131,86
13,Other infective spondylopathies,2,1,1
13,Other specified inflammatory spondylopathies,1,0,1
13,"Inflammatory spondylopathy, unspecified",55,28,27
13,Spondylosis,,,
13,Anterior spinal and vertebral artery compression syndromes,0,0,0
13,Other spondylosis with myelopathy,48,32,16
13,Other spondylosis with radiculopathy,1,0,1
13,Other spondylosis,149,77,72
13,"Spondylosis, unspecified",125,47,78
13,Other spondylopathies,,,
13,Spinal stenosis,1035,534,501
13,Ankylosing hyperostosis [Forestier],4,3,1
13,Kissing spine,1,0,1
13,Traumatic spondylopathy,1,0,1
13,Fatigue fracture of vertebra,2,1,1
13,"Collapsed vertebra, not elsewhere classified",12,3,9
13,Other specified spondylopathies,32,17,15
13,"Spondylopathy, unspecified",225,121,104
13,Spondylopathies in diseases classified elsewhere,0,0,0
13,Tuberculosis of spine,0,0,0
13,Brucella spondylitis,0,0,0
13,Enterobacterial spondylitis,0,0,0
13,Spondylopathy in other infectious and parasitic diseases classified elsewhere,0,0,0
13,Neuropathic spondylopathy,0,0,0
13,Collapsed vertebra in diseases classified elsewhere,0,0,0
13,Spondylopathy in other diseases classified elsewhere,0,0,0
13,Cervical disc disorders,,,
13,Cervical disc disorder with myelopathy,9,7,2
13,Cervical disc disorder with radiculopathy,3,3,0
13,Other cervical disc displacement,26,15,11
13,Other cervical disc degeneration,41,20,21
13,Other cervical disc disorders,3,1,2
13,"Cervical disc disorder, unspecified",21,13,8
13,Other intervertebral disc disorders,,,
13,Lumbar and other intervertebral disc disorders with myelopathy,10,8,2
13,Lumbar and other intervertebral disc disorders with radiculopathy,5,2,3
13,Other specified intervertebral disc displacement,79,49,30
13,Other specified intervertebral disc degeneration,116,51,65
13,Schmorl nodes,0,0,0
13,Other specified intervertebral disc disorders,3,1,2
13,"Intervertebral disc disorder, unspecified",42,20,22
13,"Other dorsopathies, not elsewhere classified",,,
13,Cervicocranial syndrome,0,0,0
13,Cervicobrachial syndrome,3,2,1
13,Spinal instabilities,4,2,2
13,"Sacrococcygeal disorders, not elsewhere classified",3,1,2
13,Other specified dorsopathies,9,6,3
13,"Dorsopathy, unspecified",2,1,1
13,Dorsalgia,,,
13,Panniculitis affecting regions of neck and back,0,0,0
13,Radiculopathy,40,19,21
13,Cervicalgia,4,3,1
13,Sciatica,6,2,4
13,Lumbago with sciatica,0,0,0
13,Low back pain,47,15,32
13,Pain in thoracic spine,1,0,1
13,Other dorsalgia,5,0,5
13,"Dorsalgia, unspecified",247,84,163
13,Myositis,,,
13,Infective myositis,202,110,92
13,Interstitial myositis,0,0,0
13,"Foreign body granuloma of soft tissue, not elsewhere classified",1,1,0
13,Other myositis,24,10,14
13,"Myositis, unspecified",353,194,159
13,Calcification and ossification of muscle,,,
13,Myositis ossificans traumatica,0,0,0
13,Myositis ossificans progressiva,5,3,2
13,Paralytic calcification and ossification of muscle,0,0,0
13,Calcification and ossification of muscles associated with burns,0,0,0
13,Other calcification of muscle,0,0,0
13,Other ossification of muscle,9,4,5
13,"Calcification and ossification of muscle, unspecified",1,1,0
13,Other disorders of muscle,,,
13,Diastasis of muscle,1,0,1
13,Other rupture of muscle (nontraumatic),4,0,4
13,Ischaemic infarction of muscle,5,3,2
13,Immobility syndrome (paraplegic),215,72,143
13,Contracture of muscle,6,3,3
13,"Muscle wasting and atrophy, not elsewhere classified",54,31,23
13,Muscle strain,14,5,9
13,Other specified disorders of muscle,2930,1764,1166
13,"Disorder of muscle, unspecified",43,25,18
13,Disorders of muscle in diseases classified elsewhere,0,0,0
13,Myositis in bacterial diseases classified elsewhere,0,0,0
13,Myositis in protozoal and parasitic infections classified elsewhere,0,0,0
13,Myositis in other infectious diseases classified elsewhere,0,0,0
13,Myositis in sarcoidosis,0,0,0
13,Other disorders of muscle in diseases classified elsewhere,0,0,0
13,Synovitis and tenosynovitis,,,
13,Abscess of tendon sheath,1,1,0
13,Other infective (teno)synovitis,1,0,1
13,Calcific tendinitis,1,1,0
13,Trigger finger,0,0,0
13,Radial styloid tenosynovitis [de Quervain],0,0,0
13,Other synovitis and tenosynovitis,1,1,0
13,"Synovitis and tenosynovitis, unspecified",1,1,0
13,Spontaneous rupture of synovium and tendon,,,
13,Rupture of popliteal cyst,0,0,0
13,Rupture of synovium,0,0,0
13,Spontaneous rupture of extensor tendons,0,0,0
13,Spontaneous rupture of flexor tendons,0,0,0
13,Spontaneous rupture of other tendons,0,0,0
13,Spontaneous rupture of unspecified tendon,1,0,1
13,Other disorders of synovium and tendon,,,
13,Short Achilles tendon (acquired),0,0,0
13,Other contracture of tendon (sheath),0,0,0
13,"Synovial hypertrophy, not elsewhere classified",0,0,0
13,Transient synovitis,0,0,0
13,Ganglion,13,6,7
13,Other specified disorders of synovium and tendon,0,0,0
13,"Disorder of synovium and tendon, unspecified",1,1,0
13,Disorders of synovium and tendon in diseases classified elsewhere,0,0,0
13,Synovitis and tenosynovitis in bacterial diseases classified elsewhere,0,0,0
13,Other disorders of synovium and tendon in diseases classified elsewhere,0,0,0
13,"Soft tissue disorders related to use, overuse and pressure",,,
13,Chronic crepitant synovitis of hand and wrist,0,0,0
13,Bursitis of hand,0,0,0
13,Olecranon bursitis,22,14,8
13,Other bursitis of elbow,4,3,1
13,Prepatellar bursitis,2,2,0
13,Other bursitis of knee,2,1,1
13,Trochanteric bursitis,3,1,2
13,Other bursitis of hip,0,0,0
13,"Other soft tissue disorders related to use, overuse and pressure",0,0,0
13,"Unspecified soft tissue disorder related to use, overuse and pressure",0,0,0
13,Other bursopathies,,,
13,Abscess of bursa,1,1,0
13,Other infective bursitis,9,7,2
13,Synovial cyst of popliteal space [Baker],0,0,0
13,Other bursal cyst,0,0,0
13,Calcium deposit in bursa,0,0,0
13,"Other bursitis, not elsewhere classified",5,4,1
13,Other specified bursopathies,0,0,0
13,"Bursopathy, unspecified",11,6,5
13,Fibroblastic disorders,,,
13,Palmar fascial fibromatosis [Dupuytren],1,1,0
13,Knuckle pads,0,0,0
13,Plantar fascial fibromatosis,2,1,1
13,Pseudosarcomatous fibromatosis,0,0,0
13,Necrotizing fasciitis,951,417,534
13,Other fibroblastic disorders,14,8,6
13,"Fibroblastic disorder, unspecified",92,42,50
13,Soft tissue disorders in diseases classified elsewhere,0,0,0
13,Gonococcal bursitis,0,0,0
13,Syphilitic bursitis,0,0,0
13,Other soft tissue disorders in diseases classified elsewhere,0,0,0
13,Shoulder lesions,,,
13,Adhesive capsulitis of shoulder,0,0,0
13,Rotator cuff syndrome,4,1,3
13,Bicipital tendinitis,0,0,0
13,Calcific tendinitis of shoulder,0,0,0
13,Impingement syndrome of shoulder,0,0,0
13,Bursitis of shoulder,2,1,1
13,Other shoulder lesions,6,3,3
13,"Shoulder lesion, unspecified",0,0,0
13,"Enthesopathies of lower limb, excluding foot",,,
13,Gluteal tendinitis,0,0,0
13,Psoas tendinitis,0,0,0
13,Iliac crest spur,0,0,0
13,Iliotibial band syndrome,0,0,0
13,Tibial collateral bursitis [Pellegrini-Stieda],0,0,0
13,Patellar tendinitis,0,0,0
13,Achilles tendinitis,0,0,0
13,Peroneal tendinitis,0,0,0
13,"Other enthesopathies of lower limb, excluding foot",0,0,0
13,"Enthesopathy of lower limb, unspecified",0,0,0
13,Other enthesopathies,,,
13,Medial epicondylitis,0,0,0
13,Lateral epicondylitis,0,0,0
13,Periarthritis of wrist,0,0,0
13,Calcaneal spur,0,0,0
13,Metatarsalgia,0,0,0
13,Other enthesopathy of foot,0,0,0
13,"Other enthesopathies, not elsewhere classified",0,0,0
13,"Enthesopathy, unspecified",5,3,2
13,"Other soft tissue disorders, not elsewhere classified",,,
13,"Rheumatism, unspecified",47,9,38
13,Myalgia,7,3,4
13,"Neuralgia and neuritis, unspecified",28,14,14
13,"Panniculitis, unspecified",114,25,89
13,Hypertrophy of (infrapatellar) fat pad,0,0,0
13,Residual foreign body in soft tissue,0,0,0
13,Pain in limb,35,13,22
13,Fibromyalgia,0,0,0
13,Other specified soft tissue disorders,32,9,23
13,"Soft tissue disorder, unspecified",8,5,3
13,Osteoporosis with pathological fracture,,,
13,Postmenopausal osteoporosis with pathological fracture,1,0,1
13,Postoophorectomy osteoporosis with pathological fracture,0,0,0
13,Osteoporosis of disuse with pathological fracture,0,0,0
13,Postsurgical malabsorption osteoporosis with pathological fracture,1,1,0
13,Drug-induced osteoporosis with pathological fracture,3,2,1
13,Idiopathic osteoporosis with pathological fracture,1,0,1
13,Other osteoporosis with pathological fracture,18,2,16
13,Unspecified osteoporosis with pathological fracture,4426,636,3790
13,Osteoporosis without pathological fracture,,,
13,Postmenopausal osteoporosis,5,0,5
13,Postoophorectomy osteoporosis,0,0,0
13,Osteoporosis of disuse,0,0,0
13,Postsurgical malabsorption osteoporosis,1,0,1
13,Drug-induced osteoporosis,2,0,2
13,Idiopathic osteoporosis,2,1,1
13,Localized osteoporosis [Lequesne],1,1,0
13,Other osteoporosis,83,6,77
13,"Osteoporosis, unspecified",5841,514,5327
13,Osteoporosis in diseases classified elsewhere,0,0,0
13,Osteoporosis in multiple myelomatosis,0,0,0
13,Osteoporosis in endocrine disorders,0,0,0
13,Osteoporosis in other diseases classified elsewhere,0,0,0
13,Adult osteomalacia,,,
13,Puerperal osteomalacia,0,0,0
13,Senile osteomalacia,1,0,1
13,Adult osteomalacia due to malabsorption,0,0,0
13,Adult osteomalacia due to malnutrition,0,0,0
13,Aluminium bone disease,1,0,1
13,Other drug-induced osteomalacia in adults,0,0,0
13,Other adult osteomalacia,0,0,0
13,"Adult osteomalacia, unspecified",14,5,9
13,Disorders of continuity of bone,,,
13,Malunion of fracture,5,1,4
13,Nonunion of fracture [pseudarthrosis],34,7,27
13,Delayed union of fracture,0,0,0
13,"Stress fracture, not elsewhere classified",9,2,7
13,"Pathological fracture, not elsewhere classified",683,188,495
13,Other disorders of continuity of bone,1,1,0
13,"Disorder of continuity of bone, unspecified",3,2,1
13,Other disorders of bone density and structure,,,
13,Fibrous dysplasia (monostotic),2,0,2
13,Skeletal fluorosis,0,0,0
13,Hyperostosis of skull,2,1,1
13,Osteitis condensans,0,0,0
13,Solitary bone cyst,0,0,0
13,Aneurysmal bone cyst,2,2,0
13,Other cyst of bone,5,2,3
13,Other specified disorders of bone density and structure,5,4,1
13,"Disorder of bone density and structure, unspecified",0,0,0
13,Osteomyelitis,,,
13,Acute haematogenous osteomyelitis,1,1,0
13,Other acute osteomyelitis,27,11,16
13,Subacute osteomyelitis,0,0,0
13,Chronic multifocal osteomyelitis,0,0,0
13,Chronic osteomyelitis with draining sinus,2,0,2
13,Other chronic haematogenous osteomyelitis,0,0,0
13,Other chronic osteomyelitis,457,218,239
13,Other osteomyelitis,287,146,141
13,"Osteomyelitis, unspecified",6413,3000,3413
13,Osteonecrosis,,,
13,Idiopathic aseptic necrosis of bone,0,0,0
13,Osteonecrosis due to drugs,3,0,3
13,Osteonecrosis due to previous trauma,1,1,0
13,Other secondary osteonecrosis,0,0,0
13,Other osteonecrosis,40,11,29
13,"Osteonecrosis, unspecified",54,28,26
13,Paget disease of bone [osteitis deformans],,,
13,Paget disease of skull,2,0,2
13,Paget disease of other bones,1,0,1
13,"Paget disease of bone, unspecified",405,192,213
13,Other disorders of bone,,,
13,Algoneurodystrophy,26,5,21
13,Epiphyseal arrest,0,0,0
13,Other disorders of bone development and growth,0,0,0
13,Hypertrophy of bone,0,0,0
13,Other hypertrophic osteoarthropathy,0,0,0
13,Osteolysis,6,4,2
13,Osteopathy after poliomyelitis,0,0,0
13,Other specified disorders of bone,141,53,88
13,"Disorder of bone, unspecified",84,40,44
13,Osteopathies in diseases classified elsewhere,0,0,0
13,Tuberculosis of bone,0,0,0
13,Periostitis in other infectious diseases classified elsewhere,0,0,0
13,Osteopathy in other infectious diseases classified elsewhere,0,0,0
13,Osteonecrosis in caisson disease,0,0,0
13,Osteonecrosis due to haemoglobinopathy,0,0,0
13,Osteonecrosis in other diseases classified elsewhere,0,0,0
13,Osteitis deformans in neoplastic disease,0,0,0
13,Fracture of bone in neoplastic disease,0,0,0
13,Osteopathy in other diseases classified elsewhere,0,0,0
13,Juvenile osteochondrosis of hip and pelvis,,,
13,Juvenile osteochondrosis of pelvis,0,0,0
13,Juvenile osteochondrosis of head of femur [Legg-Calvé-Perthes],1,0,1
13,Coxa plana,0,0,0
13,Pseudocoxalgia,0,0,0
13,Other juvenile osteochondrosis of hip and pelvis,0,0,0
13,"Juvenile osteochondrosis of hip and pelvis, unspecified",53,32,21
13,Other juvenile osteochondrosis,,,
13,Juvenile osteochondrosis of humerus,0,0,0
13,Juvenile osteochondrosis of radius and ulna,0,0,0
13,Juvenile osteochondrosis of hand,0,0,0
13,Other juvenile osteochondrosis of upper limb,0,0,0
13,Juvenile osteochondrosis of patella,1,0,1
13,Juvenile osteochondrosis of tibia and fibula,0,0,0
13,Juvenile osteochondrosis of tarsus,0,0,0
13,Juvenile osteochondrosis of metatarsus,1,0,1
13,Other specified juvenile osteochondrosis,0,0,0
13,"Juvenile osteochondrosis, unspecified",0,0,0
13,Other osteochondropathies,,,
13,Slipped upper femoral epiphysis (nontraumatic),0,0,0
13,Kienböck disease of adults,0,0,0
13,Osteochondritis dissecans,0,0,0
13,Other specified osteochondropathies,0,0,0
13,"Osteochondropathy, unspecified",6,4,2
13,Other disorders of cartilage,,,
13,Chondrocostal junction syndrome [Tietze],0,0,0
13,Relapsing polychondritis,36,16,20
13,Chondromalacia,6,2,4
13,Chondrolysis,0,0,0
13,Other specified disorders of cartilage,24,2,22
13,"Disorder of cartilage, unspecified",1,1,0
13,Other acquired deformities of musculoskeletal system and connective tissue,,,
13,Acquired deformity of nose,0,0,0
13,Cauliflower ear,0,0,0
13,Other acquired deformity of head,0,0,0
13,Acquired deformity of neck,0,0,0
13,Acquired deformity of chest and rib,34,12,22
13,Acquired deformity of pelvis,0,0,0
13,Other specified acquired deformities of musculoskeletal system,0,0,0
13,"Acquired deformity of musculoskeletal system, unspecified",10,6,4
13,"Postprocedural musculoskeletal disorders, not elsewhere classified",,,
13,Pseudarthrosis after fusion or arthrodesis,0,0,0
13,"Postlaminectomy syndrome, not elsewhere classified",0,0,0
13,Postradiation kyphosis,0,0,0
13,Postlaminectomy kyphosis,0,0,0
13,Postsurgical lordosis,0,0,0
13,Postradiation scoliosis,0,0,0
13,"Fracture of bone following insertion of orthopaedic implant, joint prosthesis, or bone plate",0,0,0
13,Other postprocedural musculoskeletal disorders,0,0,0
13,"Postprocedural musculoskeletal disorder, unspecified",0,0,0
13,"Biomechanical lesions, not elsewhere classified",,,
13,Segmental and somatic dysfunction,0,0,0
13,Subluxation complex (vertebral),0,0,0
13,Subluxation stenosis of neural canal,0,0,0
13,Osseous stenosis of neural canal,0,0,0
13,Connective tissue stenosis of neural canal,0,0,0
13,Intervertebral disc stenosis of neural canal,0,0,0
13,Osseous and subluxation stenosis of intervertebral foramina,0,0,0
13,Connective tissue and disc stenosis of intervertebral foramina,0,0,0
13,Other biomechanical lesions,0,0,0
13,"Biomechanical lesion, unspecified",0,0,0
14,Acute nephritic syndrome,,,
14,Acute nephritic syndrome: Minor glomerular abnormality,0,0,0
14,Acute nephritic syndrome: Focal and segmental glomerular lesions,0,0,0
14,Acute nephritic syndrome: Diffuse membranous glomerulonephritis,0,0,0
14,Acute nephritic syndrome: Diffuse mesangial proliferative glomerulonephritis,0,0,0
14,Acute nephritic syndrome: Diffuse endocapillary proliferative glomerulonephritis,0,0,0
14,Acute nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis,0,0,0
14,Acute nephritic syndrome: Dense deposit disease,0,0,0
14,Acute nephritic syndrome: Diffuse crescentic glomerulonephritis,0,0,0
14,Acute nephritic syndrome: Other,3,3,0
14,Acute nephritic syndrome: Unspecified,94,40,54
14,Rapidly progressive nephritic syndrome,,,
14,Rapidly progressive nephritic syndrome: Minor glomerular abnormality,0,0,0
14,Rapidly progressive nephritic syndrome: Focal and segmental glomerular lesions,0,0,0
14,Rapidly progressive nephritic syndrome: Diffuse membranous glomerulonephritis,1,0,1
14,Rapidly progressive nephritic syndrome: Diffuse mesangial proliferative glomerulonephritis,0,0,0
14,Rapidly progressive nephritic syndrome: Diffuse endocapillary proliferative glomerulonephritis,0,0,0
14,Rapidly progressive nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis,0,0,0
14,Rapidly progressive nephritic syndrome: Dense deposit disease,0,0,0
14,Rapidly progressive nephritic syndrome: Diffuse crescentic glomerulonephritis,1,0,1
14,Rapidly progressive nephritic syndrome: Other,0,0,0
14,Rapidly progressive nephritic syndrome: Unspecified,50,28,22
14,Recurrent and persistent haematuria,,,
14,Recurrent and persistent haematuria: Minor glomerular abnormality,0,0,0
14,Recurrent and persistent haematuria: Focal and segmental glomerular lesions,0,0,0
14,Recurrent and persistent haematuria: Diffuse membranous glomerulonephritis,1,0,1
14,Recurrent and persistent haematuria: Diffuse mesangial proliferative glomerulonephritis,1,1,0
14,Recurrent and persistent haematuria: Diffuse endocapillary proliferative glomerulonephritis,0,0,0
14,Recurrent and persistent haematuria: Diffuse mesangiocapillary glomerulonephritis,1,1,0
14,Recurrent and persistent haematuria: Dense deposit disease,0,0,0
14,Recurrent and persistent haematuria: Diffuse crescentic glomerulonephritis,0,0,0
14,Recurrent and persistent haematuria: Other,140,97,43
14,Recurrent and persistent haematuria: Unspecified,5,3,2
14,Chronic nephritic syndrome,,,
14,Chronic nephritic syndrome: Minor glomerular abnormality,0,0,0
14,Chronic nephritic syndrome: Focal and segmental glomerular lesions,0,0,0
14,Chronic nephritic syndrome: Diffuse membranous glomerulonephritis,1,1,0
14,Chronic nephritic syndrome: Diffuse mesangial proliferative glomerulonephritis,0,0,0
14,Chronic nephritic syndrome: Diffuse endocapillary proliferative glomerulonephritis,0,0,0
14,Chronic nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis,0,0,0
14,Chronic nephritic syndrome: Dense deposit disease,0,0,0
14,Chronic nephritic syndrome: Diffuse crescentic glomerulonephritis,0,0,0
14,Chronic nephritic syndrome: Other,1,1,0
14,Chronic nephritic syndrome: Unspecified,1697,828,869
14,Nephrotic syndrome,,,
14,Nephrotic syndrome: Minor glomerular abnormality,0,0,0
14,Nephrotic syndrome: Focal and segmental glomerular lesions,2,2,0
14,Nephrotic syndrome: Diffuse membranous glomerulonephritis,0,0,0
14,Nephrotic syndrome: Diffuse mesangial proliferative glomerulonephritis,0,0,0
14,Nephrotic syndrome: Diffuse endocapillary proliferative glomerulonephritis,0,0,0
14,Nephrotic syndrome: Diffuse mesangiocapillary glomerulonephritis,0,0,0
14,Nephrotic syndrome: Dense deposit disease,0,0,0
14,Nephrotic syndrome: Diffuse crescentic glomerulonephritis,0,0,0
14,Nephrotic syndrome: Other,5,4,1
14,Nephrotic syndrome: Unspecified,830,385,445
14,Unspecified nephritic syndrome,,,
14,Unspecified nephritic syndrome: Minor glomerular abnormality,2,2,0
14,Unspecified nephritic syndrome: Focal and segmental glomerular lesions,33,25,8
14,Unspecified nephritic syndrome: Diffuse membranous glomerulonephritis,168,100,68
14,Unspecified nephritic syndrome: Diffuse mesangial proliferative glomerulonephritis,3,1,2
14,Unspecified nephritic syndrome: Diffuse endocapillary proliferative glomerulonephritis,0,0,0
14,Unspecified nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis,71,38,33
14,Unspecified nephritic syndrome: Dense deposit disease,0,0,0
14,Unspecified nephritic syndrome: Diffuse crescentic glomerulonephritis,32,13,19
14,Unspecified nephritic syndrome: Other,90,43,47
14,Unspecified nephritic syndrome: Unspecified,748,355,393
14,Isolated proteinuria with specified morphological lesion,,,
14,Isolated proteinuria with specified morphological lesion: Minor glomerular abnormality,0,0,0
14,Isolated proteinuria with specified morphological lesion: Focal and segmental glomerular lesions,0,0,0
14,Isolated proteinuria with specified morphological lesion: Diffuse membranous glomerulonephritis,0,0,0
14,Isolated proteinuria with specified morphological lesion: Diffuse mesangial proliferative glomerulonephritis,0,0,0
14,Isolated proteinuria with specified morphological lesion: Diffuse endocapillary proliferative glomerulonephritis,0,0,0
14,Isolated proteinuria with specified morphological lesion: Diffuse mesangiocapillary glomerulonephritis,0,0,0
14,Isolated proteinuria with specified morphological lesion: Dense deposit disease,0,0,0
14,Isolated proteinuria with specified morphological lesion: Diffuse crescentic glomerulonephritis,0,0,0
14,Isolated proteinuria with specified morphological lesion: Other,0,0,0
14,Isolated proteinuria with specified morphological lesion: Unspecified,0,0,0
14,"Hereditary nephropathy, not elsewhere classified",,,
14,"Hereditary nephropathy, not elsewhere classified: Minor glomerular abnormality",0,0,0
14,"Hereditary nephropathy, not elsewhere classified: Focal and segmental glomerular lesions",0,0,0
14,"Hereditary nephropathy, not elsewhere classified: Diffuse membranous glomerulonephritis",0,0,0
14,"Hereditary nephropathy, not elsewhere classified: Diffuse mesangial proliferative glomerulonephritis",0,0,0
14,"Hereditary nephropathy, not elsewhere classified: Diffuse endocapillary proliferative glomerulonephritis",0,0,0
14,"Hereditary nephropathy, not elsewhere classified: Diffuse mesangiocapillary glomerulonephritis",1,0,1
14,"Hereditary nephropathy, not elsewhere classified: Dense deposit disease",0,0,0
14,"Hereditary nephropathy, not elsewhere classified: Diffuse crescentic glomerulonephritis",0,0,0
14,"Hereditary nephropathy, not elsewhere classified: Other",0,0,0
14,"Hereditary nephropathy, not elsewhere classified: Unspecified",1,1,0
14,Glomerular disorders in diseases classified elsewhere,0,0,0
14,Glomerular disorders in infectious and parasitic diseases classified elsewhere,0,0,0
14,Glomerular disorders in neoplastic diseases,0,0,0
14,Glomerular disorders in blood diseases and disorders involving the immune mechanism,0,0,0
14,Glomerular disorders in diabetes mellitus,0,0,0
14,"Glomerular disorders in other endocrine, nutritional and metabolic diseases",0,0,0
14,Glomerular disorders in systemic connective tissue disorders,0,0,0
14,Glomerular disorders in other diseases classified elsewhere,0,0,0
14,Acute tubulo-interstitial nephritis,798,264,534
14,Chronic tubulo-interstitial nephritis,,,
14,Nonobstructive reflux-associated chronic pyelonephritis,29,12,17
14,Chronic obstructive pyelonephritis,52,14,38
14,Other chronic tubulo-interstitial nephritis,5,4,1
14,"Chronic tubulo-interstitial nephritis, unspecified",414,146,268
14,"Tubulo-interstitial nephritis, not specified as acute or chronic",3207,880,2327
14,Obstructive and reflux uropathy,,,
14,Hydronephrosis with ureteropelvic junction obstruction,12,4,8
14,"Hydronephrosis with ureteral stricture, not elsewhere classified",1,0,1
14,Hydronephrosis with renal and ureteral calculous obstruction,81,29,52
14,Other and unspecified hydronephrosis,576,240,336
14,Hydroureter,3,1,2
14,Kinking and stricture of ureter without hydronephrosis,352,153,199
14,Pyonephrosis,39,18,21
14,Vesicoureteral-reflux-associated uropathy,20,8,12
14,Other obstructive and reflux uropathy,101,65,36
14,"Obstructive and reflux uropathy, unspecified",1516,1122,394
14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,,,
14,Analgesic nephropathy,22,9,13
14,"Nephropathy induced by other drugs, medicaments and biological substances",19,16,3
14,"Nephropathy induced by unspecified drug, medicament or biological substance",27,13,14
14,Nephropathy induced by heavy metals,2,0,2
14,"Toxic nephropathy, not elsewhere classified",6,2,4
14,Other renal tubulo-interstitial diseases,,,
14,Balkan nephropathy,1,1,0
14,Renal and perinephric abscess,238,86,152
14,Other specified renal tubulo-interstitial diseases,1,0,1
14,"Renal tubulo-interstitial disease, unspecified",147,51,96
14,Renal tubulo-interstitial disorders in diseases classified elsewhere,0,0,0
14,Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere,0,0,0
14,Renal tubulo-interstitial disorders in neoplastic diseases,0,0,0
14,Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism,0,0,0
14,Renal tubulo-interstitial disorders in metabolic diseases,0,0,0
14,Renal tubulo-interstitial disorders in systemic connective tissue disorders,0,0,0
14,Renal tubulo-interstitial disorders in transplant rejection,0,0,0
14,Renal tubulo-interstitial disorders in other diseases classified elsewhere,0,0,0
14,Acute renal failure,,,
14,Acute renal failure with tubular necrosis,1237,605,632
14,Acute renal failure with acute cortical necrosis,9,4,5
14,Acute renal failure with medullary necrosis,6,2,4
14,Other acute renal failure,3,1,2
14,"Acute renal failure, unspecified",33697,15601,18096
14,Chronic kidney disease,,,
14,"Chronic kidney disease, stage 1",0,0,0
14,"Chronic kidney disease, stage 2",0,0,0
14,"Chronic kidney disease, stage 3",0,0,0
14,"Chronic kidney disease, stage 4",0,0,0
14,"Chronic kidney disease, stage 5",0,0,0
14,"Chronic kidney disease, unspecified",43221,21122,22099
14,Unspecified kidney failure,103016,48938,54078
14,Calculus of kidney and ureter,,,
14,Calculus of kidney,1307,509,798
14,Calculus of ureter,121,42,79
14,Calculus of kidney with calculus of ureter,14,6,8
14,"Urinary calculus, unspecified",99,45,54
14,Calculus of lower urinary tract,,,
14,Calculus in bladder,56,39,17
14,Calculus in urethra,21,10,11
14,Other lower urinary tract calculus,0,0,0
14,"Calculus of lower urinary tract, unspecified",0,0,0
14,Calculus of urinary tract in diseases classified elsewhere,0,0,0
14,Urinary calculus in schistosomiasis [bilharziasis],0,0,0
14,Calculus of urinary tract in other diseases classified elsewhere,0,0,0
14,Unspecified renal colic,8,5,3
14,Disorders resulting from impaired renal tubular function,,,
14,Renal osteodystrophy,21,9,12
14,Nephrogenic diabetes insipidus,39,20,19
14,Other disorders resulting from impaired renal tubular function,144,40,104
14,"Disorder resulting from impaired renal tubular function, unspecified",6,1,5
14,Unspecified contracted kidney,303,164,139
14,Small kidney of unknown cause,,,
14,"Small kidney, unilateral",0,0,0
14,"Small kidney, bilateral",0,0,0
14,"Small kidney, unspecified",3,1,2
14,"Other disorders of kidney and ureter, not elsewhere classified",,,
